enrollee_id,city,city_development_index,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target,training_hours_capped,education_level_encoded,relevent_experience_encoded,experience_encoded,company_size_encoded,last_new_job_encoded,enrolled_university_encoded,city_freq,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_Unknown,gender_Female,gender_Male,gender_Other,gender_Unknown,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown
2173,city_67,0.855,Has relevent experience,no_enrollment,Masters,20,500-999,1,60,0.0,60.0,3,1,20,4,1.0,0,0.022497129136653096,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
14401,city_123,0.738,Has relevent experience,no_enrollment,Masters,11,10000+,3,37,0.0,37.0,3,1,11,7,3.0,0,0.004123603716463096,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
27138,city_98,0.949,Has relevent experience,no_enrollment,Masters,13,50-99,>4,28,0.0,28.0,3,1,13,2,5.0,0,0.004123603716463096,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
17365,city_102,0.804,Has relevent experience,Full time course,Graduate,4,Unknown,Unknown,45,0.0,45.0,2,1,4,-1,-1.0,1,0.015868044681073182,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
30940,city_19,0.682,No relevent experience,no_enrollment,Graduate,6,Unknown,4,31,1.0,31.0,2,0,6,-1,0.0,0,0.006211504332393778,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
24994,city_114,0.926,Has relevent experience,no_enrollment,Graduate,17,Unknown,1,24,0.0,24.0,2,1,17,-1,1.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
2818,city_114,0.926,Has relevent experience,no_enrollment,High School,10,50-99,2,25,1.0,25.0,1,1,10,2,2.0,0,0.06973588057208477,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
32173,city_21,0.624,No relevent experience,no_enrollment,Graduate,2,100-500,1,140,1.0,140.0,2,0,2,3,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
33066,city_100,0.887,Has relevent experience,no_enrollment,High School,>20,100-500,>4,12,0.0,12.0,1,1,21,3,5.0,0,0.014354316734523438,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
16698,city_90,0.698,Has relevent experience,Part time course,Graduate,10,Unknown,1,149,1.0,149.0,2,1,10,-1,1.0,2,0.010282910533458608,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
64,city_114,0.926,Has relevent experience,no_enrollment,Masters,>20,50-99,3,188,0.0,185.5,3,1,21,2,3.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
25187,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,10/49,1,20,1.0,20.0,2,1,21,1,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
13631,city_102,0.804,Has relevent experience,Part time course,Graduate,7,10/49,3,146,0.0,146.0,2,1,7,1,3.0,2,0.015868044681073182,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
3949,city_103,0.92,Has relevent experience,no_enrollment,Graduate,20,<10,3,80,0.0,80.0,2,1,20,0,3.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
13523,city_160,0.92,Has relevent experience,no_enrollment,High School,12,100-500,4,88,0.0,88.0,1,1,12,3,0.0,0,0.04410690051153565,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
3258,city_16,0.91,Has relevent experience,no_enrollment,High School,5,10/49,1,77,0.0,77.0,1,1,5,1,1.0,0,0.08001879110554337,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
4000,city_114,0.926,Has relevent experience,no_enrollment,Masters,17,10/49,1,26,0.0,26.0,3,1,17,1,1.0,0,0.06973588057208477,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
25267,city_65,0.802,Has relevent experience,no_enrollment,Graduate,18,<10,1,23,0.0,23.0,2,1,18,0,1.0,0,0.009134565194696732,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
12495,city_104,0.924,No relevent experience,no_enrollment,Graduate,8,5000-9999,1,87,0.0,87.0,2,0,8,6,1.0,0,0.01571145213487838,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
28438,city_162,0.767,Has relevent experience,no_enrollment,Graduate,13,1000-4999,>4,68,1.0,68.0,2,1,13,5,5.0,0,0.006681281970978181,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
11185,city_114,0.926,Has relevent experience,Full time course,High School,12,10/49,>4,21,0.0,21.0,1,1,12,1,5.0,1,0.06973588057208477,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
32026,city_103,0.92,Has relevent experience,Part time course,Graduate,5,10/49,>4,64,0.0,64.0,2,1,5,1,5.0,2,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
31077,city_21,0.624,Has relevent experience,Full time course,Graduate,5,Unknown,never,50,1.0,50.0,2,1,5,-1,0.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
25626,city_64,0.6659999999999999,Has relevent experience,no_enrollment,Graduate,>20,100-500,>4,112,0.0,112.0,2,1,21,3,5.0,0,0.005950516755402443,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
24113,city_116,0.743,Has relevent experience,Full time course,Masters,>20,100-500,>4,16,0.0,16.0,3,1,21,3,5.0,1,0.006681281970978181,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
18957,city_114,0.926,No relevent experience,Unknown,Masters,18,100-500,3,147,0.0,147.0,3,0,18,3,3.0,-1,0.06973588057208477,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
378,city_103,0.92,Has relevent experience,no_enrollment,Graduate,12,100-500,>4,18,0.0,18.0,2,1,12,3,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
16200,city_103,0.92,Has relevent experience,no_enrollment,Graduate,10,<10,3,27,0.0,27.0,2,1,10,0,3.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
555,city_160,0.92,Has relevent experience,no_enrollment,Graduate,16,10000+,4,32,0.0,32.0,2,1,16,7,0.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
31833,city_21,0.624,No relevent experience,Unknown,Masters,8,50-99,1,18,0.0,18.0,3,0,8,2,1.0,-1,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
32191,city_162,0.767,No relevent experience,Full time course,High School,3,Unknown,1,68,0.0,68.0,1,0,3,-1,1.0,1,0.006681281970978181,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
22719,city_71,0.884,Has relevent experience,Full time course,Graduate,13,100-500,1,100,0.0,100.0,2,1,13,3,1.0,1,0.013884539095939034,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
26212,city_61,0.913,No relevent experience,no_enrollment,Masters,>20,10000+,>4,124,0.0,124.0,3,0,21,7,5.0,0,0.010282910533458608,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
30146,city_28,0.939,No relevent experience,no_enrollment,Masters,8,100-500,>4,130,1.0,130.0,3,0,8,3,5.0,0,0.010021922956467273,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
26926,city_104,0.924,Has relevent experience,no_enrollment,Graduate,15,50-99,3,6,0.0,6.0,2,1,15,2,3.0,0,0.01571145213487838,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
8525,city_9,0.743,Has relevent experience,no_enrollment,Graduate,4,50-99,2,17,0.0,17.0,2,1,4,2,2.0,0,0.0009395552771688068,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
4526,city_11,0.55,Has relevent experience,no_enrollment,Graduate,9,50-99,>4,77,0.0,77.0,2,1,9,2,5.0,0,0.01289278630337196,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
11321,city_103,0.92,Has relevent experience,Part time course,Graduate,18,100-500,>4,244,0.0,185.5,2,1,18,3,5.0,2,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
13255,city_155,0.556,No relevent experience,no_enrollment,Graduate,6,10/49,1,46,1.0,46.0,2,0,6,1,1.0,0,0.0007307652155757385,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
21590,city_21,0.624,No relevent experience,Full time course,Graduate,2,<10,1,46,1.0,46.0,2,0,2,0,1.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
12995,city_160,0.92,Has relevent experience,no_enrollment,Graduate,6,50-99,2,12,0.0,12.0,2,1,6,2,2.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
13455,city_75,0.939,Has relevent experience,no_enrollment,Graduate,11,50-99,1,98,0.0,98.0,2,1,11,2,1.0,0,0.015920242196471448,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
26847,city_21,0.624,No relevent experience,Full time course,High School,4,Unknown,never,28,0.0,28.0,1,0,4,-1,0.0,1,0.14103768660611754,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
23501,city_21,0.624,No relevent experience,Full time course,High School,6,Unknown,never,84,1.0,84.0,1,0,6,-1,0.0,1,0.14103768660611754,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
33259,city_152,0.698,No relevent experience,Full time course,Graduate,4,Unknown,never,133,0.0,133.0,2,0,4,-1,0.0,1,0.002662073285311619,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
12281,city_14,0.698,Has relevent experience,no_enrollment,Masters,16,5000-9999,3,135,0.0,135.0,3,1,16,6,3.0,0,0.001461530431151477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
6434,city_76,0.698,Has relevent experience,no_enrollment,Graduate,10,Unknown,never,45,0.0,45.0,2,1,10,-1,0.0,0,0.002609875769913352,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
15520,city_73,0.754,No relevent experience,Part time course,Graduate,7,Unknown,1,12,0.0,12.0,2,0,7,-1,1.0,2,0.014615304311514771,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
24811,city_160,0.92,Has relevent experience,no_enrollment,Graduate,>20,Unknown,>4,45,1.0,45.0,2,1,21,-1,5.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
18121,city_39,0.898,Has relevent experience,no_enrollment,Masters,9,50-99,1,10,0.0,10.0,3,1,9,2,1.0,0,0.0005741726693809375,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
26102,city_69,0.856,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,194,0.0,185.5,2,1,21,2,5.0,0,0.0008873577617705397,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
11761,city_131,0.68,Has relevent experience,no_enrollment,Graduate,5,50-99,1,39,0.0,39.0,2,1,5,2,1.0,0,0.0004697776385844034,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
23851,city_50,0.8959999999999999,No relevent experience,no_enrollment,Graduate,>20,Unknown,>4,5,0.0,5.0,2,0,21,-1,5.0,0,0.007307652155757386,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
11826,city_160,0.92,Has relevent experience,no_enrollment,Graduate,14,50-99,1,48,0.0,48.0,2,1,14,2,1.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
616,city_103,0.92,Has relevent experience,no_enrollment,Masters,13,100-500,4,16,0.0,16.0,3,1,13,3,0.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
26272,city_75,0.939,Has relevent experience,no_enrollment,Graduate,19,10000+,1,33,0.0,33.0,2,1,19,7,1.0,0,0.015920242196471448,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
8882,city_146,0.735,Has relevent experience,Unknown,Graduate,5,100-500,2,42,1.0,42.0,2,1,5,3,2.0,-1,0.00041758012318613634,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
8916,city_149,0.6890000000000001,No relevent experience,Full time course,Graduate,1,Unknown,1,87,1.0,87.0,2,0,1,-1,1.0,1,0.005324146570623238,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
31917,city_99,0.915,Has relevent experience,no_enrollment,Graduate,>20,Unknown,>4,57,1.0,57.0,2,1,21,-1,5.0,0,0.004906566447437102,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
24782,city_103,0.92,Has relevent experience,no_enrollment,Masters,5,Unknown,1,103,1.0,103.0,3,1,5,-1,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
15670,city_102,0.804,No relevent experience,Full time course,Graduate,5,Unknown,never,102,0.0,102.0,2,0,5,-1,0.0,1,0.015868044681073182,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
10836,city_16,0.91,Has relevent experience,no_enrollment,Masters,3,100-500,1,28,0.0,28.0,3,1,3,3,1.0,0,0.08001879110554337,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3736,city_160,0.92,Has relevent experience,no_enrollment,Graduate,>20,Unknown,3,48,1.0,48.0,2,1,21,-1,3.0,0,0.04410690051153565,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
5143,city_142,0.727,Has relevent experience,no_enrollment,Graduate,17,Unknown,>4,124,1.0,124.0,2,1,17,-1,5.0,0,0.0027664683161081533,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
24469,city_21,0.624,Has relevent experience,no_enrollment,Graduate,9,100-500,Unknown,88,1.0,88.0,2,1,9,3,-1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
25249,city_24,0.698,Has relevent experience,no_enrollment,Masters,2,1000-4999,1,10,0.0,10.0,3,1,2,5,1.0,0,0.003236245954692557,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
28501,city_61,0.913,Has relevent experience,no_enrollment,Primary School,11,50-99,1,81,1.0,81.0,0,1,11,2,1.0,0,0.010282910533458608,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
5195,city_61,0.913,Has relevent experience,no_enrollment,Masters,>20,100-500,2,74,0.0,74.0,3,1,21,3,2.0,0,0.010282910533458608,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
24705,city_50,0.8959999999999999,No relevent experience,Part time course,High School,<1,<10,1,22,0.0,22.0,1,0,0,0,1.0,2,0.007307652155757386,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True
18724,city_1,0.847,Has relevent experience,no_enrollment,Graduate,10,100-500,4,149,0.0,149.0,2,1,10,3,0.0,0,0.0013571354003549432,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
570,city_16,0.91,Has relevent experience,no_enrollment,Graduate,16,<10,>4,36,0.0,36.0,2,1,16,0,5.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
7724,city_103,0.92,Has relevent experience,no_enrollment,Masters,>20,10000+,1,38,0.0,38.0,3,1,21,7,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
30998,city_103,0.92,No relevent experience,Part time course,Graduate,18,10000+,2,55,0.0,55.0,2,0,18,7,2.0,2,0.22732017955945297,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
13394,city_136,0.897,Has relevent experience,no_enrollment,Graduate,9,50-99,1,79,0.0,79.0,2,1,9,2,1.0,0,0.030587744023384485,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
23063,city_103,0.92,Has relevent experience,no_enrollment,Graduate,<1,Unknown,1,109,0.0,109.0,2,1,0,-1,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
29275,city_165,0.903,No relevent experience,Part time course,High School,1,Unknown,1,63,1.0,63.0,1,0,1,-1,1.0,2,0.004280196262657897,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
19405,city_11,0.55,Has relevent experience,no_enrollment,Graduate,16,50-99,>4,42,1.0,42.0,2,1,16,2,5.0,0,0.01289278630337196,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
33156,city_160,0.92,No relevent experience,no_enrollment,High School,1,Unknown,1,22,1.0,22.0,1,0,1,-1,1.0,0,0.04410690051153565,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
1528,city_103,0.92,No relevent experience,no_enrollment,High School,9,Unknown,1,81,0.0,81.0,1,0,9,-1,1.0,0,0.22732017955945297,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
20532,city_23,0.899,Has relevent experience,no_enrollment,Graduate,16,<10,1,31,0.0,31.0,2,1,16,0,1.0,0,0.009499947802484601,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
30016,city_64,0.6659999999999999,Has relevent experience,no_enrollment,Graduate,20,50-99,>4,107,0.0,107.0,2,1,20,2,5.0,0,0.005950516755402443,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
590,city_103,0.92,No relevent experience,Full time course,Graduate,14,Unknown,1,12,0.0,12.0,2,0,14,-1,1.0,1,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
18319,city_21,0.624,No relevent experience,Unknown,Graduate,<1,Unknown,3,13,1.0,13.0,2,0,0,-1,3.0,-1,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
5688,city_21,0.624,Has relevent experience,no_enrollment,Graduate,6,100-500,1,14,1.0,14.0,2,1,6,3,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
7927,city_45,0.89,Has relevent experience,no_enrollment,Masters,8,100-500,never,38,0.0,38.0,3,1,8,3,0.0,0,0.005898319240004176,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
563,city_103,0.92,Has relevent experience,no_enrollment,Graduate,8,<10,1,9,0.0,9.0,2,1,8,0,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
13673,city_11,0.55,Has relevent experience,no_enrollment,Masters,2,100-500,1,56,0.0,56.0,3,1,2,3,1.0,0,0.01289278630337196,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
15181,city_41,0.8270000000000001,Has relevent experience,no_enrollment,Graduate,7,100-500,4,18,0.0,18.0,2,1,7,3,0.0,0,0.004645578870445767,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
17813,city_136,0.897,Has relevent experience,no_enrollment,Phd,>20,10000+,>4,52,0.0,52.0,4,1,21,7,5.0,0,0.030587744023384485,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
32204,city_28,0.939,Has relevent experience,no_enrollment,Graduate,17,10000+,1,32,0.0,32.0,2,1,17,7,1.0,0,0.010021922956467273,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
16646,city_71,0.884,Has relevent experience,Unknown,Graduate,15,50-99,4,36,0.0,36.0,2,1,15,2,0.0,-1,0.013884539095939034,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1035,city_103,0.92,Has relevent experience,no_enrollment,Graduate,5,1000-4999,>4,101,0.0,101.0,2,1,5,5,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
8715,city_103,0.92,Has relevent experience,no_enrollment,High School,8,100-500,>4,52,0.0,52.0,1,1,8,3,5.0,0,0.22732017955945297,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
9783,city_103,0.92,Has relevent experience,no_enrollment,Graduate,14,1000-4999,>4,33,0.0,33.0,2,1,14,5,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
13410,city_21,0.624,No relevent experience,no_enrollment,Graduate,2,5000-9999,1,5,1.0,5.0,2,0,2,6,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
13129,city_103,0.92,Has relevent experience,no_enrollment,Graduate,15,500-999,3,51,0.0,51.0,2,1,15,4,3.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
14040,city_103,0.92,Has relevent experience,no_enrollment,Graduate,9,10000+,2,56,0.0,56.0,2,1,9,7,2.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
16367,city_21,0.624,Has relevent experience,no_enrollment,Graduate,8,50-99,1,44,0.0,44.0,2,1,8,2,1.0,0,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
31066,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,Unknown,4,126,0.0,126.0,2,1,21,-1,0.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
23587,city_67,0.855,No relevent experience,Full time course,Graduate,6,Unknown,1,55,0.0,55.0,2,0,6,-1,1.0,1,0.022497129136653096,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
28615,city_65,0.802,Has relevent experience,no_enrollment,Masters,>20,Unknown,1,145,1.0,145.0,3,1,21,-1,1.0,0,0.009134565194696732,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
4634,city_21,0.624,Has relevent experience,Full time course,Graduate,3,<10,never,38,1.0,38.0,2,1,3,0,0.0,1,0.14103768660611754,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False
17765,city_103,0.92,Has relevent experience,no_enrollment,Masters,7,10000+,>4,246,0.0,185.5,3,1,7,7,5.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
12873,city_103,0.92,No relevent experience,Unknown,Unknown,1,Unknown,never,10,0.0,10.0,-1,0,1,-1,0.0,-1,0.22732017955945297,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
15058,city_11,0.55,No relevent experience,Part time course,Graduate,3,10/49,1,322,0.0,185.5,2,0,3,1,1.0,2,0.01289278630337196,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3565,city_116,0.743,No relevent experience,Full time course,High School,4,Unknown,1,56,0.0,56.0,1,0,4,-1,1.0,1,0.006681281970978181,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
18508,city_28,0.939,Has relevent experience,no_enrollment,Masters,15,10000+,>4,7,1.0,7.0,3,1,15,7,5.0,0,0.010021922956467273,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
20183,city_103,0.92,No relevent experience,no_enrollment,Graduate,2,1000-4999,2,80,1.0,80.0,2,0,2,5,2.0,0,0.22732017955945297,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
20548,city_136,0.897,No relevent experience,Part time course,Graduate,5,Unknown,Unknown,9,1.0,9.0,2,0,5,-1,-1.0,2,0.030587744023384485,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1573,city_103,0.92,Has relevent experience,no_enrollment,Graduate,>20,500-999,3,22,1.0,22.0,2,1,21,4,3.0,0,0.22732017955945297,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
28976,city_61,0.913,Has relevent experience,no_enrollment,High School,>20,Unknown,>4,76,0.0,76.0,1,1,21,-1,5.0,0,0.010282910533458608,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
19822,city_43,0.516,Has relevent experience,no_enrollment,Graduate,11,100-500,1,21,0.0,21.0,2,1,11,3,1.0,0,0.0006263701847792045,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
16575,city_73,0.754,Has relevent experience,no_enrollment,Graduate,12,50-99,1,71,0.0,71.0,2,1,12,2,1.0,0,0.014615304311514771,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
31505,city_27,0.848,Has relevent experience,no_enrollment,Graduate,10,100-500,1,80,0.0,80.0,2,1,10,3,1.0,0,0.002453283223718551,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
1025,city_57,0.866,No relevent experience,Full time course,Graduate,6,Unknown,never,18,0.0,18.0,2,0,6,-1,0.0,1,0.005376344086021506,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
27395,city_50,0.8959999999999999,No relevent experience,Full time course,Graduate,5,Unknown,never,145,0.0,145.0,2,0,5,-1,0.0,1,0.007307652155757386,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
14734,city_67,0.855,Has relevent experience,no_enrollment,Masters,3,50-99,1,132,0.0,132.0,3,1,3,2,1.0,0,0.022497129136653096,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
7798,city_114,0.926,Has relevent experience,no_enrollment,Masters,16,100-500,2,43,0.0,43.0,3,1,16,3,2.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
27601,city_114,0.926,Has relevent experience,no_enrollment,Masters,18,1000-4999,2,112,0.0,112.0,3,1,18,5,2.0,0,0.06973588057208477,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
12304,city_103,0.92,Has relevent experience,no_enrollment,Graduate,9,50-99,2,26,1.0,26.0,2,1,9,2,2.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
15846,city_103,0.92,Has relevent experience,no_enrollment,Masters,10,10000+,1,29,0.0,29.0,3,1,10,7,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
8913,city_103,0.92,Has relevent experience,no_enrollment,Masters,18,Unknown,4,53,0.0,53.0,3,1,18,-1,0.0,0,0.22732017955945297,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
28056,city_16,0.91,Has relevent experience,no_enrollment,Graduate,19,Unknown,4,92,0.0,92.0,2,1,19,-1,0.0,0,0.08001879110554337,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
16932,city_103,0.92,Has relevent experience,no_enrollment,Masters,3,500-999,1,67,0.0,67.0,3,1,3,4,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
27414,city_103,0.92,Has relevent experience,no_enrollment,Graduate,5,10000+,1,9,0.0,9.0,2,1,5,7,1.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
9101,city_103,0.92,Has relevent experience,no_enrollment,Graduate,10,50-99,2,50,0.0,50.0,2,1,10,2,2.0,0,0.22732017955945297,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
